sequence_id	original_indus	english_translation
seq_629	pa ta ta ma dh ma	Father Three Three Mother Hold Mother
seq_630	ra na sa pa bh ba la	King Water Stand Father Be Good Small
seq_631	ch pa ra	Cut father king
seq_632	na pa kh ja	Water Father Sky Come
seq_633	la la na	Small small water
seq_634	sa pa la	The stand father small
seq_635	ku ta ch dh mu ma	Grain Three Cut Hold Mouth Mother
seq_636	na la ka ra ma ra	Water Small Person King Mother King
seq_637	ra ra ka dh	King King Person Hold
seq_638	pu ta dh la	Pure Three Hold Small
seq_639	pa na ka	Father water person
seq_640	ku sa ta	Grain stand three
seq_641	pa gh pa pa	Father House Father Father
seq_642	gh sa pa la ma pu	House Stand Father Small Mother Pure
seq_643	ma ta la na	Mother Three Small Water
seq_644	gh ka pa na	House Person Father Water
seq_645	nan ta pa	Nan three father
seq_646	pa pa ta la ta	Father Father Three Small Three
seq_647	la ta sa na sa	Small Three Stand Water Stand
seq_648	ba ka ta	Good person three
seq_649	pa ba da pa	Father Good Do Father
seq_650	pa ku la	Father grain small
seq_651	ta pa ta sa pa an	Three Father Three Stand Father At
seq_652	la la g	Small small cow
seq_653	sa na pa sa	Stand Water Father Stand
seq_654	ku nan ch ta ba gh	Grain Nan Cut Three Good House
seq_655	ga ku na	Great grain water
seq_656	sa la pa ka	Stand Small Father Person
seq_657	ga ku pa ka	Great Grain Father Person
seq_658	ma dh nan	Mother hold nan
seq_659	ch nan sa	Cut nan stand
seq_660	ka ha na pa	Person Land Water Father
seq_661	ma ta gh mu nan	Mother Three House Mouth Nan
seq_662	ra la ku ma	King Small Grain Mother
seq_663	ch la gh pa la	Cut Small House Father Small
seq_664	dh ra ra ra ma	Hold King King King Mother
seq_665	ka na ta	Person water three
seq_666	pa ra ma nan ka	Father King Mother Nan Person
seq_667	la ba la pa	Small Good Small Father
seq_668	ha ch ch	Land cut cut
seq_669	ra na ra ga ta dh	King Water King Great Three Hold
seq_670	ma la pa ha	Mother Small Father Land
seq_671	pa la nan	Father small nan
seq_672	pa ku ta	Father grain three
seq_673	si pa pa ta ku ka	Sit Father Father Three Grain Person
seq_674	sa na ga	The stand water great
seq_675	ma ka bh ma	Mother Person Be Mother
seq_676	ku ga na	Grain great water
seq_677	na ch si	Water cut sit
seq_678	ma ra pa ba	Mother King Father Good
seq_679	ku nan sa ha ba	Grain Nan Stand Land Good
seq_680	ma la ha ra pa	Mother Small Land King Father
seq_681	ta bh ma	Three be mother
seq_682	ta ha pa na ra	Three Land Father Water King
seq_683	sh ta pa kh	Shine Three Father Sky
seq_684	la na ma	Small water mother
seq_685	ra ku ta	King grain three
seq_686	pa la ra ga dh	Father Small King Great Hold
seq_687	ba da la	Good do small
seq_688	bh bh dh	Be be hold
seq_689	da ra la da pa	Do King Small Do Father
seq_690	la ra ra la	Small King King Small
seq_691	bh ka pa	Be person father
seq_692	la ta ra	Small three king
seq_693	pa sa nan	The father of stand nan
seq_694	pa dh la	Father hold small
seq_695	bh ma ku na pa	Be Mother Grain Water Father
seq_696	sa pa sa	The stand father stand
seq_697	la ta sa na	Small Three Stand Water
seq_698	ka na na ka	Person Water Water Person
seq_699	la ga na	Small great water
seq_700	ku nan ra	Grain nan king
seq_701	na ma la	Water mother small
seq_702	na la pa	Water small father
seq_703	na pa pa sa ch ra	Water Father Father Stand Cut King
seq_704	na dh la pa	Water Hold Small Father
seq_705	ja bh sa ch la	Come Be Stand Cut Small
seq_706	ta sa bh pa	Three Stand Be Father
seq_707	ha dh ba	Land hold good
seq_708	ba dh sa	Good hold stand
seq_709	ku na ta la	Grain Water Three Small
seq_710	ta ja pa ku ma	Three Come Father Grain Mother
seq_711	ba ra ka	Good king person
seq_712	ja la ta	Come small three
seq_713	la la la sa	Small Small Small Stand
seq_714	ma ku ch ta	Mother Grain Cut Three
seq_715	ka la ja sa	Person Small Come Stand
seq_716	dh ku dh	Hold grain hold
seq_717	nan ga na	Nan great water
seq_718	ma nan pa sa ja	Mother Nan Father Stand Come
seq_719	gh gh ch na	House House Cut Water
seq_720	na sa ma sa	Water Stand Mother Stand
seq_721	gh ba ka	House good person
seq_722	ma pa mu ra la	Mother Father Mouth King Small
seq_723	ra nan pa pa	King Nan Father Father
seq_724	ba na na na ku ba	Good Water Water Water Grain Good
seq_725	dh sa ra	Hold stand king
seq_726	bh pa ba	Be father good
seq_727	ka pa ta	Person father three
seq_728	mu g na	Mouth cow water
seq_729	ta ga ka	Three great person
seq_730	sa ma ka	The stand mother person
seq_731	ra dh pa	King hold father
seq_732	ku na pa mu	Grain Water Father Mouth
seq_733	ja la ma	Come small mother
seq_734	ka la ja	Person small come
seq_735	la nan ma	Small nan mother
seq_736	la bh sh	Small be shine
seq_737	na ba ta la sa	Water Good Three Small Stand
seq_738	ku ra ra ma ku	Grain King King Mother Grain
seq_739	la ta ka sa ka	Small Three Person Stand Person
seq_740	sa dh bh	The stand hold be
seq_741	bh dh ta	Be hold three
seq_742	ka ka gh pa mu	Person Person House Father Mouth
seq_743	pa ka ma	Father person mother
seq_744	ta ka ku	Three person grain
seq_745	ka pa ta	Person father three
seq_746	pa pa mu	Father father mouth
seq_747	na la sa ku	Water Small Stand Grain
seq_748	ma gh ra	Mother house king
seq_749	ka ga ka	Person great person
seq_750	bh na ma	Be water mother
seq_751	la ra ku ta ku	Small King Grain Three Grain
seq_752	nan la na	Nan small water
seq_753	ba na pa na sa	Good Water Father Water Stand
seq_754	la ha ma pa sa	Small Land Mother Father Stand
seq_755	sa pa ka	The stand father person
seq_756	ga ka ma	Great person mother
seq_757	ma pa ku	Mother father grain
seq_758	ch na la ta	Cut Water Small Three
seq_759	ka na na pa	Person Water Water Father
seq_760	ta pa sa ta	Three Father Stand Three
seq_761	pa sa ra	The father of stand king
seq_762	ta ha la	Three land small
seq_763	pu na gh	Pure water house
seq_764	ta ha ba	Three land good
seq_765	ku ja pa pa	Grain Come Father Father
seq_766	ra pa ma	King father mother
seq_767	ta pa ka la	Three Father Person Small
seq_768	la nan sa	Small nan stand
seq_769	ma la dh ja ma	Mother Small Hold Come Mother
seq_770	la pu na	Small pure water
seq_771	ma bh ka nan	Mother Be Person Nan
seq_772	sa ta ra	The stand three king
seq_773	ha pa pa pa	Land Father Father Father
seq_774	la na ku	Small water grain
seq_775	ka pa ma	Person father mother
seq_776	si na ma mu un	Sit Water Mother Mouth Up
seq_777	ga ja na	Great come water
seq_778	pa da nan	Father do nan
seq_779	ta ch ch	Three cut cut
seq_780	sa bh ta sa	Stand Be Three Stand
seq_781	ma na ku ra	Mother Water Grain King
seq_782	ta ta pa ma la	Three Three Father Mother Small
seq_783	pa ra pa ha ka	Father King Father Land Person
seq_784	la bh ja ja dh	Small Be Come Come Hold
seq_785	nan ma si pa ba	Nan Mother Sit Father Good
seq_786	na ra pa sa	Water King Father Stand
seq_787	ma gh ta	Mother house three
seq_788	ba mu nan	Good mouth nan
seq_789	ja ra ha pa gh	Come King Land Father House
seq_790	sa pa ma	The stand father mother
seq_791	dh ka ta dh	Hold Person Three Hold
seq_792	ku ka sa	Grain person stand
seq_793	ku ra nan ra na	Grain King Nan King Water
seq_794	pa ra nan ra	Father King Nan King
seq_795	ja nan ga la pa pa	Come Nan Great Small Father Father
seq_796	la na na pa	Small Water Water Father
seq_797	na dh ka dh	Water Hold Person Hold
seq_798	dh ra ka sa	Hold King Person Stand
seq_799	pa pa ka	Father father person
seq_800	ha ka pa	Land person father
seq_801	sa ba dh ba ma	Stand Good Hold Good Mother
seq_802	ta ka ba	Three person good
seq_803	na pa na ma	Water Father Water Mother
seq_804	na mu la	Water mouth small
seq_805	pa ta ha dh na	Father Three Land Hold Water
seq_806	pa ka ra	Father person king
seq_807	bh pa ma	Be father mother
seq_808	na ka pa sa ra pr ma	Water Person Father Stand King Before Mother
seq_809	ta an ba pa	Three At Good Father
seq_810	da ba pa	Do good father
seq_811	nan ta sa	Nan three stand
seq_812	ta pa la ha sa nan	Three Father Small Land Stand Nan
seq_813	sa ta ka ta	Stand Three Person Three
seq_814	ra pa mu nan	King Father Mouth Nan
seq_815	pa ka ch	Father person cut
seq_816	pa ta gh	Father three house
seq_817	nan sa mu ta ma	Nan Stand Mouth Three Mother
seq_818	la ga la sa pa ku	Small Great Small Stand Father Grain
seq_819	ra ku pa	King grain father
seq_820	ka ba ma la	Person Good Mother Small
seq_821	ch ta ra	Cut three king
seq_822	ka sa ma pa	Person Stand Mother Father
seq_823	ta ch ta ta	Three Cut Three Three
seq_824	ga ta g	Great three cow
seq_825	ka ku ta ma	Person Grain Three Mother
seq_826	ka da dh pa	Person Do Hold Father
seq_827	ka nan ra	Person nan king
seq_828	ma na nan	Mother water nan
seq_829	ba na la bh ka ka mu	Good Water Small Be Person Person Mouth
seq_830	na ga sa gh	Water Great Stand House
seq_831	ka pa na mu sa ma ra un	Person Father Water Mouth Stand Mother King Up
seq_832	na ka na ka la	Water Person Water Person Small
seq_833	ra pa mu	King father mouth
seq_834	na ka ch na na	Water Person Cut Water Water
seq_835	ta ma na gh pa	Three Mother Water House Father
seq_836	ma pa sa	Mother father stand
seq_837	na na la	Water water small
seq_838	bh pa ta dh ha	Be Father Three Hold Land
seq_839	dh ma na	Hold mother water
seq_840	pu ka na ku la na	Pure Person Water Grain Small Water
seq_841	gh sa ka ja	House Stand Person Come
seq_842	ra ka sa la ta g ra sa	King Person Stand Small Three Cow King Stand
seq_843	la ba na	Small good water
seq_844	pa la dh	Father small hold
seq_845	bh ha sa	Be land stand
seq_846	ra ha ku ha sa	King Land Grain Land Stand
seq_847	pa ch ku na	Father Cut Grain Water
seq_848	ta gh ka	Three house person
seq_849	da sa na sa	Do Stand Water Stand
seq_850	ga si ra	Great sit king
seq_851	la ra ra g ha	Small King King Cow Land
seq_852	pa ku kh	Father grain sky
seq_853	la ma na nan	Small Mother Water Nan
seq_854	pa ku ga ka bh	Father Grain Great Person Be
seq_855	ta gh pa na ch	Three House Father Water Cut
seq_856	ku sa ha	Grain stand land
seq_857	na ta bh	Water three be
seq_858	ka ra ka na	Person King Person Water
seq_859	sa ma ba na	Stand Mother Good Water
seq_860	na pa ta	Water father three
seq_861	na pa ch	Water father cut
seq_862	ja na ba ku	Come Water Good Grain
seq_863	na ja ma la	Water Come Mother Small
seq_864	ta ta la ga	Three Three Small Great
seq_865	pr bh ka	Before be person
seq_866	sa la pa na sa	Stand Small Father Water Stand
seq_867	pa ma ja	Father mother come
seq_868	ka la la bh ta	Person Small Small Be Three
seq_869	pa la na	Father small water
seq_870	mu dh la ra	Mouth Hold Small King
seq_871	mu sa ba ba	Mouth Stand Good Good
seq_872	pa na pa	Father water father
seq_873	ka sa ta nan	Person Stand Three Nan
seq_874	la sa la na	Small Stand Small Water
seq_875	la ka mu na ga	Small Person Mouth Water Great
seq_876	ta sa ka	Three stand person
seq_877	ka na na	Person water water
seq_878	na ma ku na	Water Mother Grain Water
seq_879	ta an ma la dh	Three At Mother Small Hold
seq_880	dh pa pa ta pa ta na	Hold Father Father Three Father Three Water
seq_881	pa sa na pa ha	Father Stand Water Father Land
seq_882	mu ta pa ka	Mouth Three Father Person
seq_883	na sh bh	Water shine be
seq_884	la ha la	Small land small
seq_885	ka pa nan	Person father nan
seq_886	nan dh ra	Nan hold king
seq_887	ka ta pa	Person three father
seq_888	pa pr ba ha na	Father Before Good Land Water
seq_889	ku nan na	Grain nan water
seq_890	ra pa ra dh	King Father King Hold
seq_891	la ma ja	Small mother come
seq_892	la pa ta sa nan na	Small Father Three Stand Nan Water
seq_893	ma bh sa	Mother be stand
seq_894	la ra ku pa	Small King Grain Father
seq_895	mu ma ch sa	Mouth Mother Cut Stand
seq_896	ra pa si ku	King Father Sit Grain
seq_897	ka mu la	Person mouth small
seq_898	ra la la pa	King Small Small Father
seq_899	mu bh sa	Mouth be stand
seq_900	ch na la pr	Cut Water Small Before
seq_901	ka na ra dh	Person Water King Hold
seq_902	nan pa ta ha	Nan Father Three Land
seq_903	ka ra pr bh ku	Person King Before Be Grain
seq_904	pa ku ra	Father grain king
seq_905	ma ka ma pa ra	Mother Person Mother Father King
seq_906	dh ch ta	Hold cut three
seq_907	ta ha na ch la	Three Land Water Cut Small
seq_908	la sa re ka sa sa	Small Stand Flow Person Stand Stand
seq_909	g ku pa pa	Cow Grain Father Father
seq_910	na nan ka ku	Water Nan Person Grain
seq_911	gh un la ba	House Up Small Good
seq_912	ka la na na dh	Person Small Water Water Hold
seq_913	sa ta ma	The stand three mother
seq_914	pa na na dh na ta	Father Water Water Hold Water Three
seq_915	pa ra ka	Father king person
seq_916	la la pa	Small small father
seq_917	ra ta ku sa	King Three Grain Stand
seq_918	bh na nan	Be water nan
seq_919	ta pa pa ta	Three Father Father Three
seq_920	nan sa nan	Nan stand nan
seq_921	ku la pu	Grain small pure
seq_922	ka dh ka sa gh	Person Hold Person Stand House
seq_923	ta g pa ku ka	Three Cow Father Grain Person
seq_924	bh nan gh la	Be Nan House Small
seq_925	bh ku pa ra	Be Grain Father King
seq_926	ku bh ta	Grain be three
seq_927	sa sa bh	The stand stand be
seq_928	nan mu pa ja	Nan Mouth Father Come
seq_929	la bh nan	Small be nan
seq_930	ma bh la	Mother be small
seq_931	ka sh ka	Person shine person
seq_932	ma sa na sa sa la	Mother Stand Water Stand Stand Small
seq_933	ta na ra	Three water king
seq_934	ch ka pa na pr la	Cut Person Father Water Before Small
seq_935	dh sa mu ma	Hold Stand Mouth Mother
seq_936	ba sa si pa ku	Good Stand Sit Father Grain
seq_937	ku da sa	Grain do stand
seq_938	nan da ja	Nan do come
seq_939	ra na ku ra	King Water Grain King
seq_940	ja ma la dh ja ka	Come Mother Small Hold Come Person
seq_941	pa sa g pa	Father Stand Cow Father
seq_942	ka na ka	Person water person
seq_943	ja pa pa	Come father father
seq_944	ra sa pa pa ku	King Stand Father Father Grain
seq_945	la ra pa ha	Small King Father Land
seq_946	la ba ra	Small good king
seq_947	ra pa ma	King father mother
seq_948	pa ka ka la	Father Person Person Small
seq_949	ma ka bh ka sa	Mother Person Be Person Stand
seq_950	pa pa la ga	Father Father Small Great
seq_951	ma ka ku	Mother person grain
seq_952	pa da da la	Father Do Do Small
seq_953	ma na ka	Mother water person
seq_954	la la pa	Small small father
seq_955	pa mu pa ha pa pa	Father Mouth Father Land Father Father
seq_956	pu sa na pa	Pure Stand Water Father
seq_957	sa bh ra	The stand be king
seq_958	ka na na la sa	Person Water Water Small Stand
seq_959	na ja la ma pr la	Water Come Small Mother Before Small
seq_960	sa la sa	The stand small stand
seq_961	ma bh ku	Mother be grain
seq_962	ma ta pa	Mother three father
seq_963	pa dh sa	Father hold stand
seq_964	ba ka sa	Good person stand
seq_965	ta pa la pa	Three Father Small Father
seq_966	pa ja pa	Father come father
seq_967	pa na ku ra g	Father Water Grain King Cow
seq_968	ta mu sa ba ta	Three Mouth Stand Good Three
seq_969	ta mu ma ba	Three Mouth Mother Good
seq_970	ra ha ba	King land good
seq_971	ga ra na ba	Great King Water Good
seq_972	ba ku pa	Good grain father
seq_973	na ka pa na ka sa	Water Person Father Water Person Stand
seq_974	da ka pa	Do person father
seq_975	la bh nan	Small be nan
seq_976	pa ba mu	Father good mouth
seq_977	ga ba ku ra	Great Good Grain King
seq_978	la la sa ch	Small Small Stand Cut
seq_979	ka ra ta ba	Person King Three Good
seq_980	na ka sa ra	Water Person Stand King
seq_981	ta ha kh	Three land sky
seq_982	ha sa ma ra ka	Land Stand Mother King Person
seq_983	bh pa bh	Be father be
seq_984	pa pa ra	Father father king
seq_985	la la ta sa	Small Small Three Stand
seq_986	ku ga la la ka	Grain Great Small Small Person
seq_987	ku ma na dh	Grain Mother Water Hold
seq_988	ma ka sa	Mother person stand
seq_989	pa ta ta sa	Father Three Three Stand
seq_990	sa pa la pa	Stand Father Small Father
seq_991	ha ga ka	Land great person
seq_992	la ha dh ka	Small Land Hold Person
seq_993	nan dh ka pa sa	Nan Hold Person Father Stand
seq_994	la ku ka na	Small Grain Person Water
seq_995	pa la ma ka	Father Small Mother Person
seq_996	da ra ra ka	Do King King Person
seq_997	na la mu	Water small mouth
seq_998	ka dh ch	Person hold cut
seq_999	na na na	Water water water
seq_1000	ch ka pa	Cut person father
seq_1001	ta ta ba na	Three Three Good Water
seq_1002	ta ra na ku	Three King Water Grain
seq_1003	ch ha ka	Cut land person
seq_1004	ma ra ku	Mother king grain
seq_1005	ba dh sa sa	Good Hold Stand Stand
seq_1006	ha kh na ta	Land Sky Water Three
seq_1007	ha ka la pa	Land Person Small Father
seq_1008	ra ma ja	The king mother comes
seq_1009	pa dh ha	Father hold land
seq_1010	pa ma pa pa ra	Father Mother Father Father King
seq_1011	la ta ka sa bh	Small Three Person Stand Be
seq_1012	na ka dh ma	Water Person Hold Mother
seq_1013	sa ra ta la	Stand King Three Small
seq_1014	ku ta ta	Grain three three
seq_1015	ja na ra sa ka	Come Water King Stand Person
seq_1016	ku sa la ku ma	Grain Stand Small Grain Mother
seq_1017	nan la ch	Nan small cut
seq_1018	ba ta ka ra	Good Three Person King
seq_1019	ta ra ku	Three king grain
seq_1020	dh la ta pa na	Hold Small Three Father Water
seq_1021	pa pa na	Father father water
seq_1022	ku ra pu	Grain king pure
seq_1023	dh ma ta ba	Hold Mother Three Good
seq_1024	sa pa bh dh	Stand Father Be Hold
seq_1025	pr ka na	Before person water
seq_1026	la pa ba pa sa	Small Father Good Father Stand
seq_1027	ra sa na	The king of stand water
seq_1028	ga dh ma	Great hold mother
seq_1029	ta pa pa	Three father father
seq_1030	la ba ka	Small good person
seq_1031	ta ra na	Three king water
seq_1032	ta re la ta	Three Flow Small Three
seq_1033	ch ta ta	Cut three three
seq_1034	ma pa ma dh ku	Mother Father Mother Hold Grain
seq_1035	dh ta la si	Hold Three Small Sit
seq_1036	ra pa ra ta	King Father King Three
seq_1037	ta ra dh la	Three King Hold Small
seq_1038	ba ka pa	Good person father
seq_1039	na ta ra	Water three king
seq_1040	ra si la	King sit small
seq_1041	ta sa na	Three stand water
seq_1042	la gh na	Small house water
seq_1043	ma ba ma pa	Mother Good Mother Father
seq_1044	mu ha dh	Mouth land hold
seq_1045	ta ka ma	Three person mother
seq_1046	ku ma ka	Grain mother person
seq_1047	gh la ka ka	House Small Person Person
seq_1048	bh ma na pa nan na	Be Mother Water Father Nan Water
seq_1049	ba na pa ha	Good Water Father Land
seq_1050	ku bh pa	Grain be father
seq_1051	ma da pa gh ta	Mother Do Father House Three
seq_1052	na la ta	Water small three
seq_1053	kh ta sa la ka bh	Sky Three Stand Small Person Be
seq_1054	la na na ka ka	Small Water Water Person Person
seq_1055	ka kh mu	Person sky mouth
seq_1056	na ta sa ka ka ma ha ta	Water Three Stand Person Person Mother Land Three
seq_1057	sa la ma na ba	Stand Small Mother Water Good
seq_1058	nan pa ma	Nan father mother
seq_1059	ha pu ma pa	Land Pure Mother Father
seq_1060	ta ra dh ch	Three King Hold Cut
seq_1061	ra pa ku	King father grain
seq_1062	mu ka na	Mouth person water
seq_1063	pr sa ka ku	Before Stand Person Grain
seq_1064	ka re pa	Person flow father
seq_1065	pa pa la ku	Father Father Small Grain
seq_1066	ma la pa	Mother small father
seq_1067	pa ku ga	Father grain great
seq_1068	ba sa sa	Good stand stand
seq_1069	ta ta pa dh pa ja	Three Three Father Hold Father Come
seq_1070	dh na ba ra	Hold Water Good King
seq_1071	ka la pa na bh mu	Person Small Father Water Be Mouth
seq_1072	ka gh ku	Person house grain
seq_1073	ka ta la	Person three small
seq_1074	un na ka	Up water person
seq_1075	ku ba ma la ja	Grain Good Mother Small Come
seq_1076	ma sa pa	The mother of stand father
seq_1077	na na dh ta ba dh	Water Water Hold Three Good Hold
seq_1078	dh sa ta	Hold stand three
seq_1079	ta bh na na	Three Be Water Water
seq_1080	na la ka la nan	Water Small Person Small Nan
seq_1081	la ma pa pa pa ku pa ka	Small Mother Father Father Father Grain Father Person
seq_1082	pa ta na sa sa	Father Three Water Stand Stand
seq_1083	la ka ka	Small person person
seq_1084	dh sa dh	Hold stand hold
seq_1085	ja sa ba	Come stand good
seq_1086	ma ka dh	Mother person hold
seq_1087	ma nan ka sa pa	Mother Nan Person Stand Father
seq_1088	la sa sa da	Small Stand Stand Do
seq_1089	ch ba la	Cut good small
seq_1090	ku ta ta sa	Grain Three Three Stand
seq_1091	ra ta ta	King three three
seq_1092	sa pa ku	The stand father grain
seq_1093	dh nan na ta	Hold Nan Water Three
seq_1094	la ba ra	Small good king
seq_1095	ta ra ma ta ha	Three King Mother Three Land
seq_1096	nan sh ba	Nan shine good
seq_1097	ta pa pa nan	Three Father Father Nan
seq_1098	pa la na ja	Father Small Water Come
seq_1099	gh na na	House water water
seq_1100	sa ha na ma la	Stand Land Water Mother Small
seq_1101	ma pa ba	Mother father good
seq_1102	na la ma ra	Water Small Mother King
seq_1103	ku ma sa pa	Grain Mother Stand Father
seq_1104	ta pa pa ku	Three Father Father Grain
seq_1105	dh la ta	Hold small three
seq_1106	na ka ja ka	Water Person Come Person
seq_1107	ja sa ku	Come stand grain
seq_1108	ra mu ta	King mouth three
seq_1109	ta na sh bh nan pa ku	Three Water Shine Be Nan Father Grain
seq_1110	ra ka ma	King person mother
seq_1111	ta na ka	Three water person
seq_1112	pa pa pa	Father father father
seq_1113	pa an la ra	Father At Small King
seq_1114	ku ka na	Grain person water
seq_1115	ha pa pa ka sa na	Land Father Father Person Stand Water
seq_1116	ma ra bh ma	Mother King Be Mother
seq_1117	ka ta ba ta	Person Three Good Three
seq_1118	ka ta la ba pa	Person Three Small Good Father
seq_1119	dh ga ra sa	Hold Great King Stand
seq_1120	bh sa la gh ja	Be Stand Small House Come
seq_1121	ka sa ta ma ra ga sa pa	Person Stand Three Mother King Great Stand Father
seq_1122	ba la ra la na ma sa	Good Small King Small Water Mother Stand
seq_1123	re ka ja	Flow person come
seq_1124	sa mu ka pa	Stand Mouth Person Father
seq_1125	na ra ch ka pa	Water King Cut Person Father
seq_1126	pa na si pa	Father Water Sit Father
seq_1127	na ka ha	Water person land
seq_1128	ka sa kh	Person stand sky
seq_1129	pa ma ku	Father mother grain
seq_1130	pa mu sa	Father mouth stand
seq_1131	sa na ha	The stand water land
seq_1132	mu na la	Mouth water small
seq_1133	dh sa ta ja nan ra	Hold Stand Three Come Nan King
seq_1134	la ku ma un na	Small Grain Mother Up Water
seq_1135	na ma ta	Water mother three
seq_1136	ha ga na	Land great water
seq_1137	ta na nan	Three water nan
seq_1138	la ka pa pa	Small Person Father Father
seq_1139	ku si ku	Grain sit grain
seq_1140	pa na ra ra ga	Father Water King King Great
seq_1141	bh sa pa	Be stand father
seq_1142	pa ta ra ja nan	Father Three King Come Nan
seq_1143	na sa ha	The water of stand land
seq_1144	ma bh dh sa	Mother Be Hold Stand
seq_1145	na ta ta	Water three three
seq_1146	ch sa pa ta na	Cut Stand Father Three Water
seq_1147	ga ta ma ma	Great Three Mother Mother
seq_1148	ma dh la bh	Mother Hold Small Be
seq_1149	dh la ka sa	Hold Small Person Stand
seq_1150	na na ch	Water water cut
seq_1151	ga nan pa	Great nan father
seq_1152	pa ta mu bh gh	Father Three Mouth Be House
seq_1153	pa ta bh na na	Father Three Be Water Water
seq_1154	ba ta ba	Good three good
seq_1155	gh ma pa	House mother father
seq_1156	ja ra ta	Come king three
seq_1157	ha sa na pa	Land Stand Water Father
seq_1158	gh ma pa	House mother father
seq_1159	mu ba ta sa	Mouth Good Three Stand
seq_1160	ra pa la la	King Father Small Small
seq_1161	pa ma la nan ch	Father Mother Small Nan Cut
seq_1162	kh la si ma	Sky Small Sit Mother
seq_1163	ra bh ba ka	King Be Good Person
seq_1164	un ma ma ka	Up Mother Mother Person
seq_1165	dh si sa	Hold sit stand
seq_1166	la la ra ku ba pa na	Small Small King Grain Good Father Water
seq_1167	ra pa gh	King father house
seq_1168	ta ch ta na pa	Three Cut Three Water Father
seq_1169	pa sa ba	The father of stand good
seq_1170	ba nan na ma ta	Good Nan Water Mother Three
seq_1171	ja ba pa	Come good father
seq_1172	pa ku ra	Father grain king
seq_1173	ta mu sa	Three mouth stand
seq_1174	ma bh nan la	Mother Be Nan Small
seq_1175	na dh ka pa	Water Hold Person Father
seq_1176	ma ch ja	Mother cut come
seq_1177	pa ch ba	Father cut good
seq_1178	ta la dh ta	Three Small Hold Three
seq_1179	na bh ka	Water be person
seq_1180	mu nan g pa	Mouth Nan Cow Father
seq_1181	na ch nan ku	Water Cut Nan Grain
seq_1182	pa na la na	Father Water Small Water
seq_1183	la pa sa ku g	Small Father Stand Grain Cow
seq_1184	pa ka ta gh	Father Person Three House
seq_1185	ku ga ta	Grain great three
seq_1186	ma na ga na pa	Mother Water Great Water Father
seq_1187	pa sa pa	The father of stand father
seq_1188	ka nan gh	Person nan house
seq_1189	ra nan la	King nan small
seq_1190	ka pa g	Person father cow
seq_1191	ka ra la	Person king small
seq_1192	sa ku ka ma ka	Stand Grain Person Mother Person
seq_1193	ja sa dh bh	Come Stand Hold Be
seq_1194	gh na ka la pa	House Water Person Small Father
seq_1195	ku ba sa gh ka	Grain Good Stand House Person
seq_1196	na sa na	The water of stand water
seq_1197	pa nan la gh	Father Nan Small House
seq_1198	un ja ra	Up come king
seq_1199	sa ta na	The stand three water
seq_1200	la ka dh	Small person hold
seq_1201	ma ra nan	Mother king nan
seq_1202	la la pa	Small small father
seq_1203	ma pa pa gh	Mother Father Father House
seq_1204	ch pa ka nan ka ka	Cut Father Person Nan Person Person
seq_1205	ba ch ra pa	Good Cut King Father
seq_1206	ta la ra na la	Three Small King Water Small
seq_1207	ma bh ku ha	Mother Be Grain Land
seq_1208	ta ra la na	Three King Small Water
seq_1209	pa ta si	Father three sit
seq_1210	dh ha sa	Hold land stand
seq_1211	sa ka ba	The stand person good
seq_1212	ra ku na	King grain water
seq_1213	ka dh ku sa	Person Hold Grain Stand
seq_1214	ga ba na na na mu	Great Good Water Water Water Mouth
seq_1215	sa na ta	The stand water three
seq_1216	ka ra pa pa	Person King Father Father
seq_1217	gh na sa	House water stand
seq_1218	na na ch	Water water cut
seq_1219	ta dh la	Three hold small
seq_1220	ra ka un	King person up
seq_1221	ku la la ma	Grain Small Small Mother
seq_1222	ta ka ku ha na	Three Person Grain Land Water
seq_1223	nan sa nan pa ta	Nan Stand Nan Father Three
seq_1224	ma dh ch sa	Mother Hold Cut Stand
seq_1225	dh na ka ma ch	Hold Water Person Mother Cut
seq_1226	ch la la	Cut small small
seq_1227	sa ga sa	The stand great stand
seq_1228	ma ja ra gh	Mother Come King House
seq_1229	na pa sa ba la ma	Water Father Stand Good Small Mother
seq_1230	la mu ku	Small mouth grain
seq_1231	sh bh ma ba	Shine Be Mother Good
seq_1232	ma nan ta sa sa na	Mother Nan Three Stand Stand Water
seq_1233	na sa sa	The water of stand stand
seq_1234	la la pa	Small small father
seq_1235	na gh pa	Water house father
seq_1236	ra pa pa la pa	King Father Father Small Father
seq_1237	sa dh na	The stand hold water
seq_1238	ba ra pa	Good king father
seq_1239	pa sa bh la mu	Father Stand Be Small Mouth
seq_1240	ch pa ba	Cut father good
seq_1241	na ku nan	Water grain nan
seq_1242	pa ma pa g ka	Father Mother Father Cow Person
seq_1243	ta ka dh ku mu	Three Person Hold Grain Mouth
seq_1244	pa pa ka la ka	Father Father Person Small Person
seq_1245	gh pa dh	House father hold
seq_1246	pa dh ra pa	Father Hold King Father
seq_1247	ma la ma na	Mother Small Mother Water
seq_1248	la na pa pa	Small Water Father Father
seq_1249	ku ha pa la ha	Grain Land Father Small Land
seq_1250	da mu la	Do mouth small
seq_1251	pa la la ka	Father Small Small Person
seq_1252	ku na la	Grain water small
seq_1253	ka la ra bh	Person Small King Be
seq_1254	ka ku ha	Person grain land
seq_1255	ra dh mu ta na	King Hold Mouth Three Water
